,DATE,MODAL
0,2010-01-01,650.0
1,2010-01-02,650.0
2,2010-01-03,825.0
3,2010-01-04,850.0
4,2010-01-05,700.0
5,2010-01-06,737.5
6,2010-01-07,775.0
7,2010-01-08,900.0
8,2010-01-09,850.0
9,2010-01-10,800.0
10,2010-01-11,750.0
11,2010-01-12,900.0
12,2010-01-13,900.0
13,2010-01-14,950.0
14,2010-01-15,1000.0
15,2010-01-16,1000.0
16,2010-01-17,950.0
17,2010-01-18,900.0
18,2010-01-19,942.8571428571428
19,2010-01-20,875.0
20,2010-01-21,950.0
21,2010-01-22,900.0
22,2010-01-23,916.6666666666665
23,2010-01-24,933.3333333333335
24,2010-01-25,950.0
25,2010-01-26,900.0
26,2010-01-27,850.0
27,2010-01-28,900.0
28,2010-01-29,907.1428571428572
29,2010-01-30,850.0
30,2010-01-31,825.0
31,2010-02-01,800.0
32,2010-02-02,750.0
33,2010-02-03,675.0
34,2010-02-04,650.0
35,2010-02-05,600.0
36,2010-02-06,600.0
37,2010-02-07,600.0
38,2010-02-08,600.0
39,2010-02-09,500.0
40,2010-02-10,600.0
41,2010-02-11,500.0
42,2010-02-12,487.5
43,2010-02-13,475.0
44,2010-02-14,462.5
45,2010-02-15,450.0
46,2010-02-16,437.5
47,2010-02-17,425.0
48,2010-02-18,462.5
49,2010-02-19,625.0
50,2010-02-20,550.0
51,2010-02-21,525.0
52,2010-02-22,500.0
53,2010-02-23,500.0
54,2010-02-24,625.0
55,2010-02-25,550.0
56,2010-02-26,550.0
57,2010-02-27,537.5
58,2010-02-28,525.0
59,2010-03-01,512.5
60,2010-03-02,500.0
61,2010-03-03,600.0
62,2010-03-04,539.2857142857143
63,2010-03-05,375.0
64,2010-03-06,375.0
65,2010-03-07,375.0
66,2010-03-08,375.0
67,2010-03-09,287.0
68,2010-03-10,275.0
69,2010-03-11,250.0
70,2010-03-12,275.0
71,2010-03-13,308.3333333333333
72,2010-03-14,341.6666666666667
73,2010-03-15,375.0
74,2010-03-16,325.0
75,2010-03-17,362.5
76,2010-03-18,400.0
77,2010-03-19,375.0
78,2010-03-20,375.0
79,2010-03-21,375.0
80,2010-03-22,375.0
81,2010-03-23,350.0
82,2010-03-24,350.0
83,2010-03-25,350.0
84,2010-03-26,400.0
85,2010-03-27,350.0
86,2010-03-28,350.0
87,2010-03-29,350.0
88,2010-03-30,350.0
89,2010-03-31,357.1428571428572
90,2010-04-01,350.0
91,2010-04-02,300.0
92,2010-04-03,300.0
93,2010-04-04,300.0
94,2010-04-05,300.0
95,2010-04-06,300.0
96,2010-04-07,350.0
97,2010-04-08,350.0
98,2010-04-09,400.0
99,2010-04-10,425.0
100,2010-04-11,375.0
101,2010-04-12,325.0
102,2010-04-13,375.0
103,2010-04-14,325.0
104,2010-04-15,375.0
105,2010-04-16,425.0
106,2010-04-17,425.0
107,2010-04-18,462.5
108,2010-04-19,500.0
109,2010-04-20,450.0
110,2010-04-21,400.0
111,2010-04-22,325.0
112,2010-04-23,375.0
113,2010-04-24,383.33333333333326
114,2010-04-25,391.66666666666674
115,2010-04-26,400.0
116,2010-04-27,475.0
117,2010-04-28,392.8571428571428
118,2010-04-29,475.0
119,2010-04-30,500.0
120,2010-05-01,508.33333333333326
121,2010-05-02,516.6666666666666
122,2010-05-03,525.0
123,2010-05-04,450.0
124,2010-05-05,450.0
125,2010-05-06,489.28571428571433
126,2010-05-07,400.0
127,2010-05-08,466.66666666666674
128,2010-05-09,533.3333333333334
129,2010-05-10,600.0
130,2010-05-11,625.0
131,2010-05-12,550.0
132,2010-05-13,500.0
133,2010-05-14,500.0
134,2010-05-15,650.0
135,2010-05-16,700.0
136,2010-05-17,750.0
137,2010-05-18,525.0
138,2010-05-19,596.4285714285714
139,2010-05-20,500.0
140,2010-05-21,400.0
141,2010-05-22,441.66666666666674
142,2010-05-23,483.33333333333326
143,2010-05-24,525.0
144,2010-05-25,550.0
145,2010-05-26,437.5
146,2010-05-27,476.78571428571433
147,2010-05-28,350.0
148,2010-05-29,500.0
149,2010-05-30,575.0
150,2010-05-31,650.0
151,2010-06-01,575.0
152,2010-06-02,600.0
153,2010-06-03,700.0
154,2010-06-04,675.0
155,2010-06-05,775.0
156,2010-06-06,650.0
157,2010-06-07,698.2142857142858
158,2010-06-08,1050.0
159,2010-06-09,1075.0
160,2010-06-10,1100.0
161,2010-06-11,1075.0
162,2010-06-12,1083.3333333333333
163,2010-06-13,1091.6666666666667
164,2010-06-14,1100.0
165,2010-06-15,1082.142857142857
166,2010-06-16,1110.7142857142858
167,2010-06-17,750.0
168,2010-06-18,950.0
169,2010-06-19,775.0
170,2010-06-20,1012.5
171,2010-06-21,1250.0
172,2010-06-22,1250.0
173,2010-06-23,650.0
174,2010-06-24,1125.0
175,2010-06-25,1150.0
176,2010-06-26,1183.3333333333333
177,2010-06-27,1216.6666666666667
178,2010-06-28,1250.0
179,2010-06-29,1625.0
180,2010-06-30,1500.0
181,2010-07-01,1550.0
182,2010-07-02,1625.0
183,2010-07-03,1875.0
184,2010-07-04,1812.5
185,2010-07-05,1750.0
186,2010-07-06,1375.0
187,2010-07-07,1750.0
188,2010-07-08,1550.0
189,2010-07-09,1625.0
190,2010-07-10,1625.0
191,2010-07-11,1625.0
192,2010-07-12,1625.0
193,2010-07-13,1675.0
194,2010-07-14,1750.0
195,2010-07-15,1750.0
196,2010-07-16,1675.0
197,2010-07-17,1675.0
198,2010-07-18,1562.5
199,2010-07-19,1625.0
200,2010-07-20,1625.0
201,2010-07-21,1500.0
202,2010-07-22,1450.0
