COMMODITY,VARIETY,ARRIVAL_DATE,MODAL_PRICE
Onion,Other,17/02/2020,2000.0
Onion,Other,18/02/2020,1875.0
Onion,Other,19/02/2020,2125.0
Onion,Other,20/02/2020,1800.0
Onion,Other,21/02/2020,1875.0
Onion,Other,22/02/2020,1875.0
Onion,Other,23/02/2020,1875.0
Onion,Other,24/02/2020,1875.0
Onion,Other,25/02/2020,1875.0
Onion,Other,26/02/2020,1875.0
Onion,Other,27/02/2020,1750.0
Onion,Other,28/02/2020,1750.0
Onion,Other,29/02/2020,1750.0
Onion,Other,04/03/2020,1625.0
Onion,Other,05/03/2020,1575.0
Onion,Other,06/03/2020,1675.0
Onion,Other,07/03/2020,1675.0
Onion,Other,08/03/2020,1675.0
Onion,Other,09/03/2020,1675.0
Onion,Other,12/03/2020,1750.0
Onion,Other,13/03/2020,1675.0
Onion,Other,14/03/2020,1625.0
Onion,Other,16/03/2020,1625.0
Onion,Other,17/03/2020,1625.0
Onion,Other,18/03/2020,1500.0
Onion,Other,19/03/2020,1250.0
Onion,Other,20/03/2020,1275.0
Onion,Other,21/03/2020,1325.0
Onion,Other,24/03/2020,1550.0
Onion,Other,28/03/2020,1875.0
Onion,Other,29/03/2020,1750.0
Onion,Other,30/03/2020,1725.0
Onion,Other,31/03/2020,1625.0
Onion,Other,09/04/2020,1200.0
Onion,Other,10/04/2020,1100.0
Onion,Other,11/04/2020,1150.0
Onion,Other,12/04/2020,1200.0
Onion,Other,14/04/2020,1075.0
Onion,Other,15/04/2020,1050.0
Onion,Other,16/04/2020,950.0
Onion,Other,18/04/2020,1050.0
Onion,Other,19/04/2020,825.0
Onion,Other,20/04/2020,875.0
Onion,Other,21/04/2020,850.0
Onion,Other,22/04/2020,775.0
Onion,Other,23/04/2020,825.0
Onion,Other,24/04/2020,800.0
Onion,Other,25/04/2020,800.0
Onion,Other,26/04/2020,850.0
Onion,Other,27/04/2020,875.0
Onion,Other,28/04/2020,850.0
Onion,Other,29/04/2020,875.0
Onion,Other,30/04/2020,800.0
Onion,Other,05/05/2020,825.0
Onion,Other,06/05/2020,725.0
Onion,Other,07/05/2020,725.0
Onion,Other,13/05/2020,900.0
Onion,Other,15/05/2020,850.0
Onion,Other,16/05/2020,850.0
Onion,Other,17/05/2020,875.0
Onion,Other,18/05/2020,850.0
Onion,Other,19/05/2020,800.0
Onion,Other,20/05/2020,825.0
Onion,Other,21/05/2020,825.0
Onion,Other,22/05/2020,850.0
Onion,Other,23/05/2020,837.0
Onion,Other,24/05/2020,887.0
Onion,Other,25/05/2020,850.0
Onion,Other,27/05/2020,900.0
Onion,Other,28/05/2020,875.0
Onion,Other,29/05/2020,775.0
Onion,Other,30/05/2020,775.0
Onion,Other,31/05/2020,975.0
Onion,Other,04/06/2020,900.0
Onion,Other,05/06/2020,825.0
Onion,Other,06/06/2020,850.0
Onion,Other,07/06/2020,900.0
Onion,Other,08/06/2020,1125.0
Onion,Other,10/06/2020,975.0
Onion,Other,11/06/2020,925.0
Onion,Other,12/06/2020,925.0
Onion,Other,14/06/2020,900.0
Onion,Other,15/06/2020,925.0
Onion,Other,16/06/2020,925.0
Onion,Other,17/06/2020,975.0
Onion,Other,18/06/2020,975.0
Onion,Other,19/06/2020,975.0
Onion,Other,20/06/2020,925.0
Onion,Other,24/06/2020,975.0
Onion,Other,25/06/2020,925.0
Onion,Other,26/06/2020,975.0
Onion,Other,06/07/2020,950.0
Onion,Other,07/07/2020,925.0
Onion,Other,08/07/2020,925.0
Onion,Other,09/07/2020,900.0
Onion,Other,10/07/2020,925.0
Onion,Other,11/07/2020,925.0
Onion,Other,14/07/2020,950.0
Onion,Other,15/07/2020,950.0
Onion,Other,16/07/2020,950.0
Onion,Other,17/07/2020,925.0
Onion,Other,18/07/2020,950.0
Onion,Other,21/07/2020,850.0
Onion,Other,22/07/2020,825.0
Onion,Other,23/07/2020,825.0
Onion,Other,24/07/2020,850.0
Onion,Other,27/07/2020,825.0
Onion,Other,28/07/2020,900.0
Onion,Other,29/07/2020,800.0
Onion,Other,30/07/2020,750.0
Onion,Other,31/07/2020,750.0
Onion,Other,09/08/2020,850.0
Onion,Other,10/08/2020,825.0
Onion,Other,11/08/2020,900.0
Onion,Other,13/08/2020,975.0
Onion,Other,14/08/2020,925.0
Onion,Other,17/08/2020,1200.0
Onion,Other,18/08/2020,1300.0
Onion,Other,19/08/2020,1375.0
Onion,Other,20/08/2020,1575.0
Onion,Other,21/08/2020,1450.0
Onion,Other,24/08/2020,1500.0
Onion,Other,25/08/2020,1450.0
Onion,Other,26/08/2020,1450.0
Onion,Other,27/08/2020,1650.0
Onion,Other,28/08/2020,1600.0
Onion,Other,29/08/2020,1550.0
Onion,Other,31/08/2020,1625.0
Peas cod,Other,02/01/2013,1375.0
Peas cod,Other,03/01/2013,1325.0
Peas cod,Other,04/01/2013,1300.0
Peas cod,Other,05/01/2013,1350.0
Peas cod,Other,07/01/2013,1400.0
Peas cod,Other,08/01/2013,1525.0
Peas cod,Other,09/01/2013,1625.0
Peas cod,Other,10/01/2013,1500.0
Peas cod,Other,11/01/2013,1375.0
Peas cod,Other,12/01/2013,1500.0
Peas cod,Other,15/01/2013,2125.0
Peas cod,Other,16/01/2013,2375.0
Peas cod,Other,17/01/2013,1550.0
Peas cod,Other,18/01/2013,1250.0
Peas cod,Other,19/01/2013,1350.0
Peas cod,Other,22/01/2013,1400.0
Peas cod,Other,23/01/2013,1400.0
Peas cod,Other,29/01/2013,1400.0
Peas cod,Other,30/01/2013,1250.0
Peas cod,Other,31/01/2013,1200.0
Peas cod,Other,01/02/2013,1500.0
Peas cod,Other,04/02/2013,1250.0
Peas cod,Other,05/02/2013,1150.0
Peas cod,Other,06/02/2013,1400.0
Peas cod,Other,07/02/2013,1300.0
Peas cod,Other,08/02/2013,1350.0
Peas cod,Other,09/02/2013,1550.0
Peas cod,Other,12/02/2013,1150.0
Peas cod,Other,13/02/2013,1250.0
Peas cod,Other,14/02/2013,1350.0
Peas cod,Other,15/02/2013,1200.0
Peas cod,Other,16/02/2013,1100.0
Peas cod,Other,18/02/2013,1375.0
Peas cod,Other,19/02/2013,1150.0
Peas cod,Other,20/02/2013,1150.0
Peas cod,Other,21/02/2013,1150.0
Peas cod,Other,22/02/2013,1050.0
Peas cod,Other,23/02/2013,1200.0
Peas cod,Other,26/02/2013,1350.0
Peas cod,Other,27/02/2013,1200.0
Peas cod,Other,28/02/2013,1200.0
Peas cod,Other,05/03/2013,1625.0
Peas cod,Other,06/03/2013,1550.0
Peas cod,Other,07/03/2013,1450.0
Peas cod,Other,08/03/2013,1500.0
Peas cod,Other,09/03/2013,1650.0
Peas cod,Other,11/03/2013,1450.0
Peas cod,Other,12/03/2013,1450.0
Peas cod,Other,18/03/2013,1350.0
Peas cod,Other,19/03/2013,1400.0
Peas cod,Other,20/03/2013,1450.0
Peas cod,Other,21/03/2013,1450.0
Peas cod,Other,22/03/2013,1450.0
Peas cod,Other,23/03/2013,1750.0
Peas cod,Other,25/03/2013,2100.0
Peas cod,Other,26/03/2013,2450.0
Peas cod,Other,28/03/2013,2300.0
Peas cod,Other,29/03/2013,2500.0
Peas cod,Other,30/03/2013,2500.0
Peas cod,Other,01/04/2013,2700.0
Peas cod,Other,02/04/2013,2800.0
Peas cod,Other,03/04/2013,2900.0
Peas cod,Other,04/04/2013,3150.0
Peas cod,Other,05/04/2013,2875.0
Peas cod,Other,06/04/2013,3500.0
Peas cod,Other,08/04/2013,4000.0
Peas cod,Other,09/04/2013,4125.0
Peas cod,Other,13/04/2013,3625.0
Peas cod,Other,15/04/2013,3750.0
Peas cod,Other,16/04/2013,4250.0
Peas cod,Other,17/04/2013,3750.0
Peas cod,Other,18/04/2013,3500.0
Peas cod,Other,20/04/2013,3125.0
Peas cod,Other,22/04/2013,3125.0
Peas cod,Other,23/04/2013,3750.0
Peas cod,Other,24/04/2013,3250.0
Peas cod,Other,25/04/2013,2750.0
Peas cod,Other,26/04/2013,2750.0
Peas cod,Other,27/04/2013,3125.0
Peas cod,Other,29/04/2013,3625.0
Peas cod,Other,30/04/2013,3250.0
Peas cod,Other,01/05/2013,2875.0
Peas cod,Other,02/05/2013,2750.0
Peas cod,Other,03/05/2013,3125.0
Peas cod,Other,04/05/2013,3250.0
Peas cod,Other,06/05/2013,3125.0
Peas cod,Other,07/05/2013,2750.0
Peas cod,Other,08/05/2013,2625.0
Peas cod,Other,09/05/2013,3000.0
Peas cod,Other,10/05/2013,3375.0
Peas cod,Other,11/05/2013,3125.0
Peas cod,Other,13/05/2013,3125.0
Peas cod,Other,14/05/2013,3625.0
Peas cod,Other,15/05/2013,4750.0
Peas cod,Other,16/05/2013,4000.0
Peas cod,Other,17/05/2013,3500.0
Peas cod,Other,18/05/2013,3000.0
Peas cod,Other,20/05/2013,4250.0
Peas cod,Other,21/05/2013,4000.0
Peas cod,Other,22/05/2013,3750.0
Peas cod,Other,23/05/2013,4250.0
Peas cod,Other,24/05/2013,4500.0
Peas cod,Other,25/05/2013,4500.0
Peas cod,Other,27/05/2013,5750.0
Peas cod,Other,28/05/2013,4000.0
Peas cod,Other,29/05/2013,5500.0
Peas cod,Other,30/05/2013,4750.0
Peas cod,Other,31/05/2013,5750.0
Peas cod,Other,01/06/2013,4500.0
Peas cod,Other,03/06/2013,5750.0
Peas cod,Other,04/06/2013,4750.0
Peas cod,Other,05/06/2013,4750.0
Peas cod,Other,06/06/2013,4750.0
Peas cod,Other,07/06/2013,5500.0
Peas cod,Other,10/06/2013,4750.0
Peas cod,Other,13/06/2013,5500.0
Peas cod,Other,14/06/2013,5625.0
Peas cod,Other,15/06/2013,5250.0
Peas cod,Other,17/06/2013,6750.0
Peas cod,Other,18/06/2013,6750.0
Peas cod,Other,19/06/2013,6750.0
Peas cod,Other,21/06/2013,6500.0
Peas cod,Other,22/06/2013,6500.0
Peas cod,Other,24/06/2013,6000.0
Peas cod,Other,25/06/2013,6500.0
Peas cod,Other,26/06/2013,6750.0
Peas cod,Other,27/06/2013,7000.0
Peas cod,Other,28/06/2013,7000.0
Peas cod,Other,01/07/2013,10000.0
Peas cod,Other,02/07/2013,8750.0
Peas cod,Other,03/07/2013,7000.0
Peas cod,Other,04/07/2013,7500.0
Peas cod,Other,06/07/2013,8500.0
Peas cod,Other,08/07/2013,6375.0
Peas cod,Other,09/07/2013,6500.0
Peas cod,Other,10/07/2013,7000.0
Peas cod,Other,11/07/2013,5500.0
Peas cod,Other,12/07/2013,4500.0
Peas cod,Other,13/07/2013,5500.0
Peas cod,Other,15/07/2013,5500.0
Peas cod,Other,16/07/2013,4500.0
Peas cod,Other,17/07/2013,3750.0
Peas cod,Other,18/07/2013,4000.0
Peas cod,Other,19/07/2013,3250.0
Peas cod,Other,20/07/2013,3250.0
Peas cod,Other,22/07/2013,3000.0
Peas cod,Other,23/07/2013,2875.0
Peas cod,Other,24/07/2013,3500.0
Peas cod,Other,25/07/2013,3750.0
Peas cod,Other,26/07/2013,2750.0
Peas cod,Other,27/07/2013,2625.0
Peas cod,Other,29/07/2013,3000.0
Peas cod,Other,30/07/2013,2750.0
Peas cod,Other,31/07/2013,3000.0
Peas cod,Other,01/08/2013,3000.0
Peas cod,Other,05/08/2013,4000.0
Peas cod,Other,06/08/2013,4250.0
Peas cod,Other,07/08/2013,5625.0
Peas cod,Other,08/08/2013,4500.0
Peas cod,Other,12/08/2013,4875.0
Peas cod,Other,13/08/2013,5750.0
Peas cod,Other,14/08/2013,4500.0
Peas cod,Other,16/08/2013,4500.0
Peas cod,Other,17/08/2013,3750.0
Peas cod,Other,21/08/2013,4000.0
Peas cod,Other,22/08/2013,4500.0
Peas cod,Other,23/08/2013,4250.0
Peas cod,Other,26/08/2013,3750.0
Peas cod,Other,27/08/2013,3250.0
Peas cod,Other,29/08/2013,4500.0
Peas cod,Other,30/08/2013,4500.0
Peas cod,Other,31/08/2013,4000.0
Peas cod,Other,02/09/2013,5500.0
Peas cod,Other,03/09/2013,6000.0
Peas cod,Other,04/09/2013,6500.0
Peas cod,Other,05/09/2013,6000.0
Peas cod,Other,06/09/2013,10250.0
Peas cod,Other,10/09/2013,6750.0
Peas cod,Other,11/09/2013,7125.0
Peas cod,Other,12/09/2013,7750.0
Peas cod,Other,13/09/2013,8750.0
Peas cod,Other,16/09/2013,11750.0
Peas cod,Other,17/09/2013,11000.0
Peas cod,Other,18/09/2013,11500.0
Peas cod,Other,19/09/2013,12125.0
Peas cod,Other,20/09/2013,14500.0
Peas cod,Other,21/09/2013,14250.0
Peas cod,Other,03/10/2013,15500.0
Peas cod,Other,04/10/2013,11000.0
Peas cod,Other,05/10/2013,13500.0
Peas cod,Other,07/10/2013,11500.0
Peas cod,Other,08/10/2013,11500.0
Peas cod,Other,10/10/2013,9500.0
Peas cod,Other,11/10/2013,8500.0
Peas cod,Other,14/10/2013,7000.0
Peas cod,Other,15/10/2013,7500.0
Peas cod,Other,16/10/2013,7500.0
Peas cod,Other,17/10/2013,7500.0
Peas cod,Other,21/10/2013,6500.0
Peas cod,Other,22/10/2013,7000.0
Peas cod,Other,23/10/2013,7000.0
Peas cod,Other,24/10/2013,7500.0
Peas cod,Other,25/10/2013,7000.0
Peas cod,Other,26/10/2013,6375.0
Peas cod,Other,28/10/2013,7000.0
Peas cod,Other,29/10/2013,6000.0
Peas cod,Other,30/10/2013,6000.0
Peas cod,Other,06/11/2013,7000.0
Peas cod,Other,07/11/2013,6750.0
Peas cod,Other,08/11/2013,8500.0
Peas cod,Other,09/11/2013,6500.0
Peas cod,Other,12/11/2013,4500.0
Peas cod,Other,13/11/2013,4250.0
Peas cod,Other,14/11/2013,4000.0
Peas cod,Other,15/11/2013,3500.0
Peas cod,Other,16/11/2013,3750.0
Peas cod,Other,21/11/2013,4250.0
Peas cod,Other,22/11/2013,4000.0
Peas cod,Other,23/11/2013,4000.0
Peas cod,Other,25/11/2013,3750.0
Peas cod,Other,26/11/2013,4250.0
Peas cod,Other,27/11/2013,3750.0
Peas cod,Other,28/11/2013,3250.0
Peas cod,Other,29/11/2013,2750.0
Peas cod,Other,30/11/2013,2875.0
Peas cod,Other,02/12/2013,3000.0
Peas cod,Other,03/12/2013,3000.0
Peas cod,Other,05/12/2013,3000.0
Peas cod,Other,06/12/2013,3000.0
Peas cod,Other,07/12/2013,3250.0
Peas cod,Other,09/12/2013,2750.0
Peas cod,Other,10/12/2013,2750.0
Peas cod,Other,11/12/2013,3250.0
Peas cod,Other,16/12/2013,2625.0
Peas cod,Other,17/12/2013,2750.0
Peas cod,Other,18/12/2013,2625.0
Peas cod,Other,19/12/2013,2375.0
Peas cod,Other,20/12/2013,2125.0
Peas cod,Other,21/12/2013,1875.0
Peas cod,Other,23/12/2013,1750.0
Peas cod,Other,24/12/2013,1650.0
Peas cod,Other,26/12/2013,1500.0
Peas cod,Other,27/12/2013,1150.0
Peas cod,Other,30/12/2013,1375.0
Peas cod,Other,01/01/2010,1250.0
Peas cod,Other,02/01/2010,1525.0
Peas cod,Other,04/01/2010,1625.0
Peas cod,Other,05/01/2010,1600.0
Peas cod,Other,07/01/2010,1650.0
Peas cod,Other,08/01/2010,1750.0
Peas cod,Other,11/01/2010,1650.0
Peas cod,Other,12/01/2010,1850.0
Peas cod,Other,13/01/2010,1650.0
Peas cod,Other,15/01/2010,1850.0
Peas cod,Other,16/01/2010,2275.0
Peas cod,Other,18/01/2010,1375.0
Peas cod,Other,19/01/2010,1750.0
Peas cod,Other,21/01/2010,1550.0
Peas cod,Other,22/01/2010,1750.0
Peas cod,Other,25/01/2010,1650.0
Peas cod,Other,27/01/2010,1450.0
Peas cod,Other,28/01/2010,1375.0
Peas cod,Other,29/01/2010,1100.0
Peas cod,Other,30/01/2010,1200.0
Peas cod,Other,01/02/2010,1150.0
Peas cod,Other,02/02/2010,1150.0
Peas cod,Other,03/02/2010,1200.0
Peas cod,Other,04/02/2010,1550.0
Peas cod,Other,05/02/2010,1050.0
Peas cod,Other,06/02/2010,950.0
Peas cod,Other,08/02/2010,875.0
Peas cod,Other,09/02/2010,1250.0
Peas cod,Other,10/02/2010,1100.0
Peas cod,Other,11/02/2010,1150.0
Peas cod,Other,17/02/2010,1100.0
Peas cod,Other,18/02/2010,1150.0
Peas cod,Other,19/02/2010,1150.0
Peas cod,Other,20/02/2010,1550.0
Peas cod,Other,22/02/2010,1050.0
Peas cod,Other,23/02/2010,1150.0
Peas cod,Other,24/02/2010,1250.0
Peas cod,Other,25/02/2010,1125.0
Peas cod,Other,26/02/2010,1150.0
Peas cod,Other,02/03/2010,1250.0
Peas cod,Other,03/03/2010,1200.0
Peas cod,Other,04/03/2010,1450.0
Peas cod,Other,05/03/2010,1350.0
Peas cod,Other,06/03/2010,1250.0
Peas cod,Other,08/03/2010,1000.0
Peas cod,Other,09/03/2010,1100.0
Peas cod,Other,10/03/2010,1300.0
Peas cod,Other,11/03/2010,1350.0
Peas cod,Other,12/03/2010,1250.0
Peas cod,Other,15/03/2010,1375.0
Peas cod,Other,16/03/2010,1425.0
Peas cod,Other,18/03/2010,1750.0
Peas cod,Other,19/03/2010,2100.0
Peas cod,Other,22/03/2010,2750.0
Peas cod,Other,23/03/2010,2500.0
Peas cod,Other,25/03/2010,2250.0
Peas cod,Other,26/03/2010,2375.0
Peas cod,Other,27/03/2010,2850.0
Peas cod,Other,29/03/2010,2750.0
Peas cod,Other,30/03/2010,3125.0
Peas cod,Other,01/04/2010,2750.0
Peas cod,Other,02/04/2010,2750.0
Peas cod,Other,03/04/2010,2750.0
Peas cod,Other,05/04/2010,3125.0
Peas cod,Other,06/04/2010,3125.0
Peas cod,Other,07/04/2010,2750.0
Peas cod,Other,08/04/2010,3125.0
Peas cod,Other,09/04/2010,3000.0
Peas cod,Other,10/04/2010,3375.0
Peas cod,Other,13/04/2010,3125.0
Peas cod,Other,14/04/2010,3125.0
Peas cod,Other,15/04/2010,3125.0
Peas cod,Other,16/04/2010,3125.0
Peas cod,Other,17/04/2010,3125.0
Peas cod,Other,19/04/2010,3625.0
Peas cod,Other,20/04/2010,3125.0
Peas cod,Other,21/04/2010,3125.0
Peas cod,Other,22/04/2010,3125.0
Peas cod,Other,23/04/2010,3050.0
Peas cod,Other,26/04/2010,3250.0
Peas cod,Other,27/04/2010,3625.0
Peas cod,Other,28/04/2010,3625.0
Peas cod,Other,29/04/2010,3625.0
Peas cod,Other,30/04/2010,4125.0
Peas cod,Other,03/05/2010,4125.0
Peas cod,Other,04/05/2010,4250.0
Peas cod,Other,05/05/2010,3750.0
Peas cod,Other,06/05/2010,4125.0
Peas cod,Other,07/05/2010,4250.0
Peas cod,Other,10/05/2010,4250.0
Peas cod,Other,11/05/2010,4250.0
Peas cod,Other,12/05/2010,4250.0
Peas cod,Other,13/05/2010,4125.0
Peas cod,Other,14/05/2010,5125.0
Peas cod,Other,15/05/2010,6250.0
Peas cod,Other,17/05/2010,4250.0
Peas cod,Other,19/05/2010,5250.0
Peas cod,Other,20/05/2010,5250.0
Peas cod,Other,21/05/2010,5375.0
Peas cod,Other,24/05/2010,6250.0
Peas cod,Other,25/05/2010,4250.0
Peas cod,Other,27/05/2010,4750.0
Peas cod,Other,28/05/2010,5750.0
Peas cod,Other,29/05/2010,5500.0
Peas cod,Other,31/05/2010,6250.0
Peas cod,Other,01/06/2010,5500.0
Peas cod,Other,02/06/2010,5750.0
Peas cod,Other,03/06/2010,5500.0
Peas cod,Other,04/06/2010,6750.0
Peas cod,Other,05/06/2010,2250.0
Peas cod,Other,07/06/2010,7750.0
Peas cod,Other,08/06/2010,7500.0
Peas cod,Other,10/06/2010,7500.0
Peas cod,Other,11/06/2010,8000.0
Peas cod,Other,14/06/2010,8000.0
Peas cod,Other,15/06/2010,9500.0
Peas cod,Other,16/06/2010,8500.0
Peas cod,Other,18/06/2010,10250.0
Peas cod,Other,19/06/2010,10250.0
Peas cod,Other,21/06/2010,10250.0
Peas cod,Other,22/06/2010,10250.0
Peas cod,Other,23/06/2010,11250.0
Peas cod,Other,24/06/2010,1050.0
Peas cod,Other,25/06/2010,9625.0
Peas cod,Other,29/06/2010,7500.0
Peas cod,Other,30/06/2010,7250.0
Peas cod,Other,01/07/2010,6750.0
Peas cod,Other,02/07/2010,7250.0
Peas cod,Other,05/07/2010,7250.0
Peas cod,Other,06/07/2010,6750.0
Peas cod,Other,07/07/2010,7250.0
Peas cod,Other,08/07/2010,2250.0
Peas cod,Other,12/07/2010,7750.0
Peas cod,Other,13/07/2010,5750.0
Peas cod,Other,14/07/2010,6750.0
Peas cod,Other,15/07/2010,6250.0
Peas cod,Other,17/07/2010,6750.0
Peas cod,Other,19/07/2010,5250.0
Peas cod,Other,20/07/2010,3000.0
Peas cod,Other,21/07/2010,4750.0
Peas cod,Other,22/07/2010,3250.0
Peas cod,Other,23/07/2010,3750.0
Peas cod,Other,26/07/2010,4500.0
Peas cod,Other,02/08/2010,3750.0
Peas cod,Other,03/08/2010,3125.0
Peas cod,Other,04/08/2010,2750.0
Peas cod,Other,05/08/2010,3625.0
Peas cod,Other,06/08/2010,2750.0
Peas cod,Other,07/08/2010,3750.0
Peas cod,Other,09/08/2010,4125.0
Peas cod,Other,11/08/2010,4250.0
Peas cod,Other,12/08/2010,5250.0
Peas cod,Other,13/08/2010,5250.0
Peas cod,Other,16/08/2010,7250.0
Peas cod,Other,17/08/2010,4750.0
Peas cod,Other,18/08/2010,4250.0
Peas cod,Other,19/08/2010,3375.0
Peas cod,Other,23/08/2010,5000.0
Peas cod,Other,25/08/2010,3750.0
Peas cod,Other,26/08/2010,3750.0
Peas cod,Other,27/08/2010,3750.0
Peas cod,Other,30/08/2010,2250.0
Peas cod,Other,31/08/2010,3750.0
Peas cod,Other,01/09/2010,4250.0
Peas cod,Other,03/09/2010,6250.0
Peas cod,Other,04/09/2010,4250.0
Peas cod,Other,06/09/2010,4750.0
Peas cod,Other,08/09/2010,6000.0
Peas cod,Other,09/09/2010,5750.0
Peas cod,Other,10/09/2010,5750.0
Peas cod,Other,13/09/2010,9500.0
Peas cod,Other,14/09/2010,8500.0
Peas cod,Other,15/09/2010,9500.0
Peas cod,Other,16/09/2010,9500.0
Peas cod,Other,17/09/2010,16250.0
Peas cod,Other,18/09/2010,10500.0
Peas cod,Other,24/09/2010,11500.0
Peas cod,Other,27/09/2010,8250.0
Peas cod,Other,28/09/2010,10500.0
Peas cod,Other,29/09/2010,10250.0
Peas cod,Other,04/10/2010,10750.0
Peas cod,Other,05/10/2010,10500.0
Peas cod,Other,06/10/2010,11750.0
Peas cod,Other,07/10/2010,12250.0
Peas cod,Other,27/10/2010,7750.0
Peas cod,Other,28/10/2010,7750.0
Peas cod,Other,29/10/2010,8750.0
Peas cod,Other,30/10/2010,9750.0
Peas cod,Other,01/11/2010,8750.0
Peas cod,Other,02/11/2010,8500.0
Peas cod,Other,03/11/2010,8750.0
Peas cod,Other,04/11/2010,9750.0
Peas cod,Other,08/11/2010,9750.0
Peas cod,Other,09/11/2010,9750.0
Peas cod,Other,10/11/2010,6750.0
Peas cod,Other,11/11/2010,7750.0
Peas cod,Other,12/11/2010,5750.0
Peas cod,Other,15/11/2010,4750.0
Peas cod,Other,16/11/2010,5250.0
Peas cod,Other,17/11/2010,4750.0
Peas cod,Other,18/11/2010,4375.0
Peas cod,Other,19/11/2010,3750.0
Peas cod,Other,22/11/2010,3250.0
Peas cod,Other,23/11/2010,3500.0
Peas cod,Other,24/11/2010,3250.0
Peas cod,Other,25/11/2010,2875.0
Peas cod,Other,26/11/2010,3126.0
Peas cod,Other,27/11/2010,2500.0
Peas cod,Other,29/11/2010,2625.0
Peas cod,Other,01/12/2010,2250.0
Peas cod,Other,03/01/2014,1200.0
Peas cod,Other,04/01/2014,1125.0
Peas cod,Other,06/01/2014,1100.0
Peas cod,Other,07/01/2014,1100.0
Peas cod,Other,09/01/2014,1350.0
Peas cod,Other,10/01/2014,1150.0
Peas cod,Other,11/01/2014,1125.0
Peas cod,Other,13/01/2014,875.0
Peas cod,Other,16/01/2014,900.0
Peas cod,Other,18/01/2014,1100.0
Peas cod,Other,20/01/2014,700.0
Peas cod,Other,21/01/2014,650.0
Peas cod,Other,22/01/2014,650.0
Peas cod,Other,23/01/2014,1150.0
Peas cod,Other,24/01/2014,1200.0
Peas cod,Other,25/01/2014,750.0
Peas cod,Other,27/01/2014,600.0
Peas cod,Other,28/01/2014,850.0
Peas cod,Other,29/01/2014,1375.0
Peas cod,Other,30/01/2014,950.0
Peas cod,Other,31/01/2014,625.0
Peas cod,Other,03/02/2014,1350.0
Peas cod,Other,04/02/2014,1200.0
Peas cod,Other,05/02/2014,1125.0
Peas cod,Other,06/02/2014,1125.0
Peas cod,Other,07/02/2014,1100.0
Peas cod,Other,08/02/2014,1250.0
Peas cod,Other,10/02/2014,1400.0
Peas cod,Other,11/02/2014,1350.0
Peas cod,Other,12/02/2014,1200.0
Peas cod,Other,13/02/2014,1200.0
Peas cod,Other,14/02/2014,1500.0
Peas cod,Other,15/02/2014,1200.0
Peas cod,Other,17/02/2014,1125.0
Peas cod,Other,21/02/2014,1100.0
Peas cod,Other,22/02/2014,1000.0
Peas cod,Other,26/02/2014,2250.0
Peas cod,Other,28/02/2014,1550.0
Peas cod,Other,03/03/2014,1850.0
Peas cod,Other,04/03/2014,1850.0
Peas cod,Other,06/03/2014,2000.0
Peas cod,Other,07/03/2014,1900.0
Peas cod,Other,08/03/2014,1900.0
Peas cod,Other,10/03/2014,1875.0
Peas cod,Other,11/03/2014,2000.0
Peas cod,Other,12/03/2014,2000.0
Peas cod,Other,13/03/2014,1950.0
Peas cod,Other,14/03/2014,1600.0
Peas cod,Other,15/03/2014,1600.0
Peas cod,Other,18/03/2014,1800.0
Peas cod,Other,19/03/2014,1875.0
Peas cod,Other,20/03/2014,2000.0
Peas cod,Other,21/03/2014,2000.0
Peas cod,Other,22/03/2014,1875.0
Peas cod,Other,24/03/2014,1625.0
Peas cod,Other,25/03/2014,1625.0
Peas cod,Other,26/03/2014,2250.0
Peas cod,Other,27/03/2014,2000.0
Peas cod,Other,28/03/2014,2000.0
Peas cod,Other,29/03/2014,1900.0
Peas cod,Other,31/03/2014,2250.0
Peas cod,Other,02/04/2014,2950.0
Peas cod,Other,17/04/2014,4000.0
Peas cod,Other,18/04/2014,3125.0
Peas cod,Other,19/04/2014,3300.0
Peas cod,Other,21/04/2014,3875.0
Peas cod,Other,22/04/2014,4250.0
Peas cod,Other,26/04/2014,3500.0
Peas cod,Other,28/04/2014,4250.0
Peas cod,Other,29/04/2014,3000.0
Peas cod,Other,02/05/2014,3000.0
Peas cod,Other,03/05/2014,2625.0
Peas cod,Other,05/05/2014,2750.0
Peas cod,Other,06/05/2014,3000.0
Peas cod,Other,07/05/2014,3500.0
Peas cod,Other,08/05/2014,2750.0
Peas cod,Other,09/05/2014,3500.0
Peas cod,Other,10/05/2014,2375.0
Peas cod,Other,12/05/2014,2375.0
Peas cod,Other,13/05/2014,2250.0
Peas cod,Other,14/05/2014,3125.0
Peas cod,Other,15/05/2014,3750.0
Peas cod,Other,16/05/2014,3625.0
Peas cod,Other,17/05/2014,2750.0
Peas cod,Other,19/05/2014,3125.0
Peas cod,Other,20/05/2014,2500.0
Peas cod,Other,21/05/2014,2750.0
Peas cod,Other,22/05/2014,3625.0
Peas cod,Other,26/05/2014,4000.0
Peas cod,Other,27/05/2014,4250.0
Peas cod,Other,28/05/2014,3000.0
Peas cod,Other,29/05/2014,3000.0
Peas cod,Other,30/05/2014,3500.0
Peas cod,Other,31/05/2014,4250.0
Peas cod,Other,02/06/2014,5125.0
Peas cod,Other,04/06/2014,4250.0
Peas cod,Other,06/06/2014,4125.0
Peas cod,Other,07/06/2014,4250.0
Peas cod,Other,09/06/2014,4500.0
