DATE,MODAL
2010-01-01,1250.0
2010-01-02,1375.0
2010-01-03,1262.5
2010-01-04,1150.0
2010-01-05,1125.0
2010-01-06,1137.5
2010-01-07,1150.0
2010-01-08,1150.0
2010-01-09,1141.6666666666667
2010-01-10,1133.3333333333333
2010-01-11,1125.0
2010-01-12,875.0
2010-01-13,1200.0
2010-01-14,1187.5
2010-01-15,1175.0
2010-01-16,1175.0
2010-01-17,1212.5
2010-01-18,1250.0
2010-01-19,1300.0
2010-01-20,1375.0
2010-01-21,1450.0
2010-01-22,1300.0
2010-01-23,1308.3333333333333
2010-01-24,1316.6666666666667
2010-01-25,1325.0
2010-01-26,1337.5
2010-01-27,1350.0
2010-01-28,1325.0
2010-01-29,1375.0
2010-01-30,1500.0
2010-01-31,1475.0
2010-02-01,1450.0
2010-02-02,1425.0
2010-02-03,1450.0
2010-02-04,1325.0
2010-02-05,1350.0
2010-02-06,1300.0
2010-02-07,1275.0
2010-02-08,1250.0
2010-02-09,1225.0
2010-02-10,1250.0
2010-02-11,1250.0
2010-02-12,1227.0
2010-02-13,1204.0
2010-02-14,1181.0
2010-02-15,1158.0
2010-02-16,1135.0
2010-02-17,1112.0
2010-02-18,1150.0
2010-02-19,1075.0
2010-02-20,1075.0
2010-02-21,1050.0
2010-02-22,1025.0
2010-02-23,975.0
2010-02-24,900.0
2010-02-25,875.0
2010-02-26,825.0
2010-02-27,806.25
2010-02-28,787.5
2010-03-01,768.75
2010-03-02,750.0
2010-03-03,725.0
2010-03-04,775.0
2010-03-05,875.0
2010-03-06,825.0
2010-03-07,825.0
2010-03-08,825.0
2010-03-09,825.0
2010-03-10,675.0
2010-03-11,775.0
2010-03-12,800.0
2010-03-13,741.6666666666666
2010-03-14,683.3333333333334
2010-03-15,625.0
2010-03-16,750.0
2010-03-17,700.0
2010-03-18,650.0
2010-03-19,575.0
2010-03-20,558.3333333333334
2010-03-21,541.6666666666666
2010-03-22,525.0
2010-03-23,625.0
2010-03-24,625.0
2010-03-25,625.0
2010-03-26,625.0
2010-03-27,525.0
2010-03-28,437.5
2010-03-29,350.0
2010-03-30,525.0
2010-03-31,525.0
2010-04-01,525.0
2010-04-02,600.0
2010-04-03,525.0
2010-04-04,512.5
2010-04-05,500.0
2010-04-06,550.0
2010-04-07,500.0
2010-04-08,500.0
2010-04-09,500.0
2010-04-10,500.0
2010-04-11,483.3333333333333
2010-04-12,466.6666666666667
2010-04-13,450.0
2010-04-14,487.0
2010-04-15,525.0
2010-04-16,500.0
2010-04-17,500.0
2010-04-18,493.5
2010-04-19,487.0
2010-04-20,500.0
2010-04-21,475.0
2010-04-22,475.0
2010-04-23,475.0
2010-04-24,475.0
2010-04-25,475.0
2010-04-26,475.0
2010-04-27,475.0
2010-04-28,475.0
2010-04-29,475.0
2010-04-30,475.0
2010-05-01,475.3333333333333
2010-05-02,475.6666666666667
2010-05-03,476.0
2010-05-04,475.0
2010-05-05,475.0
2010-05-06,487.0
2010-05-07,475.0
2010-05-08,475.0
2010-05-09,475.0
2010-05-10,475.0
2010-05-11,500.0
2010-05-12,450.0
2010-05-13,450.0
2010-05-14,500.0
2010-05-15,525.0
2010-05-16,525.0
2010-05-17,525.0
2010-05-18,543.5
2010-05-19,562.0
2010-05-20,550.0
2010-05-21,575.0
2010-05-22,562.3333333333334
2010-05-23,549.6666666666666
2010-05-24,537.0
2010-05-25,500.0
2010-05-26,500.0
2010-05-27,500.0
2010-05-28,550.0
2010-05-29,575.0
2010-05-30,575.0
2010-05-31,575.0
2010-06-01,537.0
2010-06-02,575.0
2010-06-03,575.0
2010-06-04,562.0
2010-06-05,525.0
2010-06-06,550.0
2010-06-07,575.0
2010-06-08,525.0
2010-06-09,800.0
2010-06-10,1075.0
2010-06-11,550.0
2010-06-12,550.0
2010-06-13,550.0
2010-06-14,550.0
2010-06-15,550.0
2010-06-16,550.0
2010-06-17,550.0
2010-06-18,550.0
2010-06-19,550.0
2010-06-20,556.0
2010-06-21,562.0
2010-06-22,562.0
2010-06-23,562.0
2010-06-24,1125.0
2010-06-25,562.0
2010-06-26,574.6666666666666
2010-06-27,587.3333333333334
2010-06-28,600.0
2010-06-29,600.0
2010-06-30,625.0
